case,act,time
3739,K,20200422T0919
3739,B,20200422T0920
3739,K,20200422T0921
3739,E,20200422T0922
3739,K,20200422T0923
3739,B,20200422T0924
3740,M,20200422T0900
3740,M,20200422T0901
3740,M,20200422T0902
3740,A,20200422T0903
3740,B,20200422T0904
3740,A,20200422T0905
3740,N,20200422T0906
3740,L,20200422T0907
3740,O,20200422T0908
3740,G,20200422T0909
3740,D,20200422T0910
3740,A,20200422T0911
3740,P,20200422T0912
3740,J,20200422T0913
3740,H,20200422T0914
3740,A,20200422T0915
3740,E,20200422T0916
3740,P,20200422T0917
3740,G,20200422T0918
3740,K,20200422T0919
3740,B,20200422T0920
3740,K,20200422T0921
3740,E,20200422T0922
3740,K,20200422T0923
3740,B,20200422T0924
3741,M,20200422T0900
3741,M,20200422T0901
3741,M,20200422T0902
3741,A,20200422T0903
3741,B,20200422T0904
3741,A,20200422T0905
3741,N,20200422T0906
3741,L,20200422T0907
3741,O,20200422T0908
3741,G,20200422T0909
3741,D,20200422T0910
3741,A,20200422T0911
3741,P,20200422T0912
3741,J,20200422T0913
3741,H,20200422T0914
3741,A,20200422T0915
3741,E,20200422T0916
3741,P,20200422T0917
3741,G,20200422T0918
3741,K,20200422T0919
3741,B,20200422T0920
3741,K,20200422T0921
3741,E,20200422T0922
3741,K,20200422T0923
3741,B,20200422T0924
3742,M,20200422T0900
3742,M,20200422T0901
3742,M,20200422T0902
3742,A,20200422T0903
3742,B,20200422T0904
3742,A,20200422T0905
3742,N,20200422T0906
3742,L,20200422T0907
3742,O,20200422T0908
3742,G,20200422T0909
3742,D,20200422T0910
3742,A,20200422T0911
3742,P,20200422T0912
3742,J,20200422T0913
3742,H,20200422T0914
3742,A,20200422T0915
3742,E,20200422T0916
3742,P,20200422T0917
3742,G,20200422T0918
3742,K,20200422T0919
3742,B,20200422T0920
3742,K,20200422T0921
3742,E,20200422T0922
3742,K,20200422T0923
3742,B,20200422T0924
3743,M,20200422T0900
3743,M,20200422T0901
3743,M,20200422T0902
3743,A,20200422T0903
3743,B,20200422T0904
3743,A,20200422T0905
3743,N,20200422T0906
3743,L,20200422T0907
3743,O,20200422T0908
3743,G,20200422T0909
3743,D,20200422T0910
3743,A,20200422T0911
3743,P,20200422T0912
3743,J,20200422T0913
3743,H,20200422T0914
3743,A,20200422T0915
3743,E,20200422T0916
3743,P,20200422T0917
3743,G,20200422T0918
3743,K,20200422T0919
3743,B,20200422T0920
3743,K,20200422T0921
3743,E,20200422T0922
3743,K,20200422T0923
3743,B,20200422T0924
3744,M,20200422T0900
3744,M,20200422T0901
3744,M,20200422T0902
3744,A,20200422T0903
3744,B,20200422T0904
3744,A,20200422T0905
3744,N,20200422T0906
3744,L,20200422T0907
3744,O,20200422T0908
3744,G,20200422T0909
3744,D,20200422T0910
3744,A,20200422T0911
3744,P,20200422T0912
3744,J,20200422T0913
3744,H,20200422T0914
3744,A,20200422T0915
3744,E,20200422T0916
3744,P,20200422T0917
3744,G,20200422T0918
3744,K,20200422T0919
3744,B,20200422T0920
3744,K,20200422T0921
3744,E,20200422T0922
3744,K,20200422T0923
3744,B,20200422T0924
3745,M,20200422T0900
3745,M,20200422T0901
3745,M,20200422T0902
3745,A,20200422T0903
3745,B,20200422T0904
3745,A,20200422T0905
3745,N,20200422T0906
3745,L,20200422T0907
3745,O,20200422T0908
3745,G,20200422T0909
3745,D,20200422T0910
3745,A,20200422T0911
3745,P,20200422T0912
3745,J,20200422T0913
3745,H,20200422T0914
3745,A,20200422T0915
3745,E,20200422T0916
3745,P,20200422T0917
3745,G,20200422T0918
3745,K,20200422T0919
3745,B,20200422T0920
3745,K,20200422T0921
3745,E,20200422T0922
3745,K,20200422T0923
3745,B,20200422T0924
3746,M,20200422T0900
3746,M,20200422T0901
3746,M,20200422T0902
3746,A,20200422T0903
3746,B,20200422T0904
3746,A,20200422T0905
3746,N,20200422T0906
3746,L,20200422T0907
3746,O,20200422T0908
3746,G,20200422T0909
3746,D,20200422T0910
3746,A,20200422T0911
3746,P,20200422T0912
3746,J,20200422T0913
3746,H,20200422T0914
3746,A,20200422T0915
3746,E,20200422T0916
3746,P,20200422T0917
3746,G,20200422T0918
3746,K,20200422T0919
3746,B,20200422T0920
3746,K,20200422T0921
3746,E,20200422T0922
3746,K,20200422T0923
3746,B,20200422T0924
3747,M,20200422T0900
3747,M,20200422T0901
3747,M,20200422T0902
3747,A,20200422T0903
3747,B,20200422T0904
3747,A,20200422T0905
3747,N,20200422T0906
3747,L,20200422T0907
3747,O,20200422T0908
3747,G,20200422T0909
3747,D,20200422T0910
3747,A,20200422T0911
3747,P,20200422T0912
3747,J,20200422T0913
3747,H,20200422T0914
3747,A,20200422T0915
3747,E,20200422T0916
3747,P,20200422T0917
3747,G,20200422T0918
3747,K,20200422T0919
3747,B,20200422T0920
3747,K,20200422T0921
3747,E,20200422T0922
3747,K,20200422T0923
3747,B,20200422T0924
3748,M,20200422T0900
3748,M,20200422T0901
3748,M,20200422T0902
3748,A,20200422T0903
3748,B,20200422T0904
3748,A,20200422T0905
3748,N,20200422T0906
3748,L,20200422T0907
3748,O,20200422T0908
3748,G,20200422T0909
3748,D,20200422T0910
3748,A,20200422T0911
3748,P,20200422T0912
3748,J,20200422T0913
3748,H,20200422T0914
3748,A,20200422T0915
3748,E,20200422T0916
3748,P,20200422T0917
3748,G,20200422T0918
3748,K,20200422T0919
3748,B,20200422T0920
3748,K,20200422T0921
3748,E,20200422T0922
3748,K,20200422T0923
3748,B,20200422T0924
3749,M,20200422T0900
3749,M,20200422T0901
3749,M,20200422T0902
3749,A,20200422T0903
3749,B,20200422T0904
3749,A,20200422T0905
3749,N,20200422T0906
3749,L,20200422T0907
3749,O,20200422T0908
3749,G,20200422T0909
3749,D,20200422T0910
3749,A,20200422T0911
3749,P,20200422T0912
3749,J,20200422T0913
3749,H,20200422T0914
3749,A,20200422T0915
3749,E,20200422T0916
3749,P,20200422T0917
3749,G,20200422T0918
3749,K,20200422T0919
3749,B,20200422T0920
3749,K,20200422T0921
3749,E,20200422T0922
3749,K,20200422T0923
3749,B,20200422T0924
3750,M,20200422T0900
3750,M,20200422T0901
3750,M,20200422T0902
3750,A,20200422T0903
3750,B,20200422T0904
3750,A,20200422T0905
3750,N,20200422T0906
3750,L,20200422T0907
3750,O,20200422T0908
3750,G,20200422T0909
3750,D,20200422T0910
3750,A,20200422T0911
3750,P,20200422T0912
3750,J,20200422T0913
3750,H,20200422T0914
3750,A,20200422T0915
3750,E,20200422T0916
3750,P,20200422T0917
3750,G,20200422T0918
3750,K,20200422T0919
3750,B,20200422T0920
3750,K,20200422T0921
3750,E,20200422T0922
3750,K,20200422T0923
3750,B,20200422T0924
3751,M,20200422T0900
3751,M,20200422T0901
3751,M,20200422T0902
3751,A,20200422T0903
3751,B,20200422T0904
3751,A,20200422T0905
3751,N,20200422T0906
3751,L,20200422T0907
3751,O,20200422T0908
3751,G,20200422T0909
3751,D,20200422T0910
3751,A,20200422T0911
3751,P,20200422T0912
3751,J,20200422T0913
3751,H,20200422T0914
3751,A,20200422T0915
3751,E,20200422T0916
3751,P,20200422T0917
3751,G,20200422T0918
3751,K,20200422T0919
3751,B,20200422T0920
3751,K,20200422T0921
3751,E,20200422T0922
3751,K,20200422T0923
3751,B,20200422T0924
3752,M,20200422T0900
3752,M,20200422T0901
3752,M,20200422T0902
3752,A,20200422T0903
3752,B,20200422T0904
3752,A,20200422T0905
3752,N,20200422T0906
3752,L,20200422T0907
3752,O,20200422T0908
3752,G,20200422T0909
3752,D,20200422T0910
3752,A,20200422T0911
3752,P,20200422T0912
3752,J,20200422T0913
3752,H,20200422T0914
3752,A,20200422T0915
3752,E,20200422T0916
3752,P,20200422T0917
3752,G,20200422T0918
3752,K,20200422T0919
3752,B,20200422T0920
3752,K,20200422T0921
3752,E,20200422T0922
3752,K,20200422T0923
3752,B,20200422T0924
3753,M,20200422T0900
3753,M,20200422T0901
3753,M,20200422T0902
3753,A,20200422T0903
3753,B,20200422T0904
3753,A,20200422T0905
3753,N,20200422T0906
3753,L,20200422T0907
3753,O,20200422T0908
3753,G,20200422T0909
3753,D,20200422T0910
3753,A,20200422T0911
3753,P,20200422T0912
3753,J,20200422T0913
3753,H,20200422T0914
3753,A,20200422T0915
3753,E,20200422T0916
3753,P,20200422T0917
3753,G,20200422T0918
3753,K,20200422T0919
3753,B,20200422T0920
3753,K,20200422T0921
3753,E,20200422T0922
3753,K,20200422T0923
3753,B,20200422T0924
3754,M,20200422T0900
3754,M,20200422T0901
3754,M,20200422T0902
3754,A,20200422T0903
3754,B,20200422T0904
3754,A,20200422T0905
3754,N,20200422T0906
3754,L,20200422T0907
3754,O,20200422T0908
3754,G,20200422T0909
3754,D,20200422T0910
3754,A,20200422T0911
3754,P,20200422T0912
3754,J,20200422T0913
3754,H,20200422T0914
3754,A,20200422T0915
3754,E,20200422T0916
3754,P,20200422T0917
3754,G,20200422T0918
3754,K,20200422T0919
3754,B,20200422T0920
3754,K,20200422T0921
3754,E,20200422T0922
3754,K,20200422T0923
3754,B,20200422T0924
3755,M,20200422T0900
3755,M,20200422T0901
3755,M,20200422T0902
3755,A,20200422T0903
3755,B,20200422T0904
3755,A,20200422T0905
3755,N,20200422T0906
3755,L,20200422T0907
3755,O,20200422T0908
3755,G,20200422T0909
3755,D,20200422T0910
3755,A,20200422T0911
3755,P,20200422T0912
3755,J,20200422T0913
3755,H,20200422T0914
3755,A,20200422T0915
3755,E,20200422T0916
3755,P,20200422T0917
3755,G,20200422T0918
3755,K,20200422T0919
3755,B,20200422T0920
3755,K,20200422T0921
3755,E,20200422T0922
3755,K,20200422T0923
3755,B,20200422T0924
3756,M,20200422T0900
3756,M,20200422T0901
3756,M,20200422T0902
3756,A,20200422T0903
3756,B,20200422T0904
3756,A,20200422T0905
3756,N,20200422T0906
3756,L,20200422T0907
3756,O,20200422T0908
3756,G,20200422T0909
3756,D,20200422T0910
3756,A,20200422T0911
3756,P,20200422T0912
3756,J,20200422T0913
3756,H,20200422T0914
3756,A,20200422T0915
3756,E,20200422T0916
3756,P,20200422T0917
3756,G,20200422T0918
3756,K,20200422T0919
3756,B,20200422T0920
3756,K,20200422T0921
3756,E,20200422T0922
3756,K,20200422T0923
3756,B,20200422T0924
3757,M,20200422T0900
3757,M,20200422T0901
3757,M,20200422T0902
3757,A,20200422T0903
3757,B,20200422T0904
3757,A,20200422T0905
3757,N,20200422T0906
3757,L,20200422T0907
3757,O,20200422T0908
3757,G,20200422T0909
3757,D,20200422T0910
3757,A,20200422T0911
3757,P,20200422T0912
3757,J,20200422T0913
3757,H,20200422T0914
3757,A,20200422T0915
3757,E,20200422T0916
3757,P,20200422T0917
3757,G,20200422T0918
3757,K,20200422T0919
3757,B,20200422T0920
3757,K,20200422T0921
3757,E,20200422T0922
3757,K,20200422T0923
3757,B,20200422T0924
3758,M,20200422T0900
3758,M,20200422T0901
3758,M,20200422T0902
3758,A,20200422T0903
3758,B,20200422T0904
3758,A,20200422T0905
3758,N,20200422T0906
3758,L,20200422T0907
3758,O,20200422T0908
3758,G,20200422T0909
3758,D,20200422T0910
3758,A,20200422T0911
3758,P,20200422T0912
3758,J,20200422T0913
3758,H,20200422T0914
3758,A,20200422T0915
3758,E,20200422T0916
3758,P,20200422T0917
3758,G,20200422T0918
3758,K,20200422T0919
3758,B,20200422T0920
3758,K,20200422T0921
3758,E,20200422T0922
3758,K,20200422T0923
3758,B,20200422T0924
3759,M,20200422T0900
3759,M,20200422T0901
3759,M,20200422T0902
3759,A,20200422T0903
3759,B,20200422T0904
3759,A,20200422T0905
3759,N,20200422T0906
3759,L,20200422T0907
3759,O,20200422T0908
3759,G,20200422T0909
3759,D,20200422T0910
3759,A,20200422T0911
3759,P,20200422T0912
3759,J,20200422T0913
3759,H,20200422T0914
3759,A,20200422T0915
3759,E,20200422T0916
3759,P,20200422T0917
3759,G,20200422T0918
3759,K,20200422T0919
3759,B,20200422T0920
3759,K,20200422T0921
3759,E,20200422T0922
3759,K,20200422T0923
3759,B,20200422T0924
3760,M,20200422T0900
3760,M,20200422T0901
3760,M,20200422T0902
3760,A,20200422T0903
3760,B,20200422T0904
3760,A,20200422T0905
3760,N,20200422T0906
3760,L,20200422T0907
3760,O,20200422T0908
3760,G,20200422T0909
3760,D,20200422T0910
3760,A,20200422T0911
3760,P,20200422T0912
3760,J,20200422T0913
3760,H,20200422T0914
3760,A,20200422T0915
3760,E,20200422T0916
3760,P,20200422T0917
3760,G,20200422T0918
3760,K,20200422T0919
3760,B,20200422T0920
3760,K,20200422T0921
3760,E,20200422T0922
3760,K,20200422T0923
3760,B,20200422T0924
3761,M,20200422T0900
3761,M,20200422T0901
3761,M,20200422T0902
3761,A,20200422T0903
3761,B,20200422T0904
3761,A,20200422T0905
3761,N,20200422T0906
3761,L,20200422T0907
3761,O,20200422T0908
3761,G,20200422T0909
3761,D,20200422T0910
3761,A,20200422T0911
3761,P,20200422T0912
3761,J,20200422T0913
3761,H,20200422T0914
3761,A,20200422T0915
3761,E,20200422T0916
3761,P,20200422T0917
3761,G,20200422T0918
3761,K,20200422T0919
3761,B,20200422T0920
3761,K,20200422T0921
3761,E,20200422T0922
3761,K,20200422T0923
3761,B,20200422T0924
3762,M,20200422T0900
3762,M,20200422T0901
3762,M,20200422T0902
3762,A,20200422T0903
3762,B,20200422T0904
3762,A,20200422T0905
3762,N,20200422T0906
3762,L,20200422T0907
3762,O,20200422T0908
3762,G,20200422T0909
3762,D,20200422T0910
3762,A,20200422T0911
3762,P,20200422T0912
3762,J,20200422T0913
3762,H,20200422T0914
3762,A,20200422T0915
3762,E,20200422T0916
3762,P,20200422T0917
3762,G,20200422T0918
3762,K,20200422T0919
3762,B,20200422T0920
3762,K,20200422T0921
3762,E,20200422T0922
3762,K,20200422T0923
3762,B,20200422T0924
3763,M,20200422T0900
3763,M,20200422T0901
3763,M,20200422T0902
3763,A,20200422T0903
3763,B,20200422T0904
3763,A,20200422T0905
3763,N,20200422T0906
3763,L,20200422T0907
3763,O,20200422T0908
3763,G,20200422T0909
3763,D,20200422T0910
3763,A,20200422T0911
3763,P,20200422T0912
3763,J,20200422T0913
3763,H,20200422T0914
3763,A,20200422T0915
3763,E,20200422T0916
3763,P,20200422T0917
3763,G,20200422T0918
3763,K,20200422T0919
3763,B,20200422T0920
3763,K,20200422T0921
3763,E,20200422T0922
3763,K,20200422T0923
3763,B,20200422T0924
3764,M,20200422T0900
3764,M,20200422T0901
3764,M,20200422T0902
3764,A,20200422T0903
3764,B,20200422T0904
3764,A,20200422T0905
3764,N,20200422T0906
3764,L,20200422T0907
3764,O,20200422T0908
3764,G,20200422T0909
3764,D,20200422T0910
3764,A,20200422T0911
3764,P,20200422T0912
3764,J,20200422T0913
3764,H,20200422T0914
3764,A,20200422T0915
3764,E,20200422T0916
3764,P,20200422T0917
3764,G,20200422T0918
3764,K,20200422T0919
3764,B,20200422T0920
3764,K,20200422T0921
3764,E,20200422T0922
3764,K,20200422T0923
3764,B,20200422T0924
3765,M,20200422T0900
3765,M,20200422T0901
3765,M,20200422T0902
3765,A,20200422T0903
3765,B,20200422T0904
3765,A,20200422T0905
3765,N,20200422T0906
3765,L,20200422T0907
3765,O,20200422T0908
3765,G,20200422T0909
3765,D,20200422T0910
3765,A,20200422T0911
3765,P,20200422T0912
3765,J,20200422T0913
3765,H,20200422T0914
3765,A,20200422T0915
3765,E,20200422T0916
3765,P,20200422T0917
3765,G,20200422T0918
3765,K,20200422T0919
3765,B,20200422T0920
3765,K,20200422T0921
3765,E,20200422T0922
3765,K,20200422T0923
3765,B,20200422T0924
3766,M,20200422T0900
3766,M,20200422T0901
3766,M,20200422T0902
3766,A,20200422T0903
3766,B,20200422T0904
3766,A,20200422T0905
3766,N,20200422T0906
3766,L,20200422T0907
3766,O,20200422T0908
3766,G,20200422T0909
3766,D,20200422T0910
3766,A,20200422T0911
3766,P,20200422T0912
3766,J,20200422T0913
3766,H,20200422T0914
3766,A,20200422T0915
3766,E,20200422T0916
3766,P,20200422T0917
3766,G,20200422T0918
3766,K,20200422T0919
3766,B,20200422T0920
3766,K,20200422T0921
3766,E,20200422T0922
3766,K,20200422T0923
3766,B,20200422T0924
3767,M,20200422T0900
3767,M,20200422T0901
3767,M,20200422T0902
3767,A,20200422T0903
3767,B,20200422T0904
3767,A,20200422T0905
3767,N,20200422T0906
3767,L,20200422T0907
3767,O,20200422T0908
3767,G,20200422T0909
3767,D,20200422T0910
3767,A,20200422T0911
3767,P,20200422T0912
3767,J,20200422T0913
3767,H,20200422T0914
3767,A,20200422T0915
3767,E,20200422T0916
3767,P,20200422T0917
3767,G,20200422T0918
3767,K,20200422T0919
3767,B,20200422T0920
3767,K,20200422T0921
3767,E,20200422T0922
3767,K,20200422T0923
3767,B,20200422T0924
3768,M,20200422T0900
3768,M,20200422T0901
3768,M,20200422T0902
3768,A,20200422T0903
3768,B,20200422T0904
3768,A,20200422T0905
3768,N,20200422T0906
3768,L,20200422T0907
3768,O,20200422T0908
3768,G,20200422T0909
3768,D,20200422T0910
3768,A,20200422T0911
3768,P,20200422T0912
3768,J,20200422T0913
3768,H,20200422T0914
3768,A,20200422T0915
3768,E,20200422T0916
3768,P,20200422T0917
3768,G,20200422T0918
3768,K,20200422T0919
3768,B,20200422T0920
3768,K,20200422T0921
3768,E,20200422T0922
3768,K,20200422T0923
3768,B,20200422T0924
3769,M,20200422T0900
3769,M,20200422T0901
3769,M,20200422T0902
3769,A,20200422T0903
3769,B,20200422T0904
3769,A,20200422T0905
3769,N,20200422T0906
3769,L,20200422T0907
3769,O,20200422T0908
3769,G,20200422T0909
3769,D,20200422T0910
3769,A,20200422T0911
3769,P,20200422T0912
3769,J,20200422T0913
3769,H,20200422T0914
3769,A,20200422T0915
3769,E,20200422T0916
3769,P,20200422T0917
3769,G,20200422T0918
3769,K,20200422T0919
3769,B,20200422T0920
3769,K,20200422T0921
3769,E,20200422T0922
3769,K,20200422T0923
3769,B,20200422T0924
3770,M,20200422T0900
3770,M,20200422T0901
3770,M,20200422T0902
3770,A,20200422T0903
3770,B,20200422T0904
3770,A,20200422T0905
3770,N,20200422T0906
3770,L,20200422T0907
3770,O,20200422T0908
3770,G,20200422T0909
3770,D,20200422T0910
3770,A,20200422T0911
3770,P,20200422T0912
3770,J,20200422T0913
3770,H,20200422T0914
3770,A,20200422T0915
3770,E,20200422T0916
3770,P,20200422T0917
3770,G,20200422T0918
3770,K,20200422T0919
3770,B,20200422T0920
3770,K,20200422T0921
3770,E,20200422T0922
3770,K,20200422T0923
3770,B,20200422T0924
3771,M,20200422T0900
3771,M,20200422T0901
3771,M,20200422T0902
3771,A,20200422T0903
3771,B,20200422T0904
3771,A,20200422T0905
3771,N,20200422T0906
3771,L,20200422T0907
3771,O,20200422T0908
3771,G,20200422T0909
3771,D,20200422T0910
3771,A,20200422T0911
3771,P,20200422T0912
3771,J,20200422T0913
3771,H,20200422T0914
3771,A,20200422T0915
3771,E,20200422T0916
3771,P,20200422T0917
3771,G,20200422T0918
3771,K,20200422T0919
3771,B,20200422T0920
3771,K,20200422T0921
3771,E,20200422T0922
3771,K,20200422T0923
3771,B,20200422T0924
3772,M,20200422T0900
3772,M,20200422T0901
3772,M,20200422T0902
3772,A,20200422T0903
3772,B,20200422T0904
3772,A,20200422T0905
3772,N,20200422T0906
3772,L,20200422T0907
3772,O,20200422T0908
3772,G,20200422T0909
3772,D,20200422T0910
3772,A,20200422T0911
3772,P,20200422T0912
3772,J,20200422T0913
3772,H,20200422T0914
3772,A,20200422T0915
3772,E,20200422T0916
3772,P,20200422T0917
3772,G,20200422T0918
3772,K,20200422T0919
3772,B,20200422T0920
3772,K,20200422T0921
3772,E,20200422T0922
3772,K,20200422T0923
3772,B,20200422T0924
3773,M,20200422T0900
3773,M,20200422T0901
3773,M,20200422T0902
3773,A,20200422T0903
3773,B,20200422T0904
3773,A,20200422T0905
3773,N,20200422T0906
3773,L,20200422T0907
3773,O,20200422T0908
3773,G,20200422T0909
3773,D,20200422T0910
3773,A,20200422T0911
3773,P,20200422T0912
3773,J,20200422T0913
3773,H,20200422T0914
3773,A,20200422T0915
3773,E,20200422T0916
3773,P,20200422T0917
3773,G,20200422T0918
3773,K,20200422T0919
3773,B,20200422T0920
3773,K,20200422T0921
3773,E,20200422T0922
3773,K,20200422T0923
3773,B,20200422T0924
3774,M,20200422T0900
3774,M,20200422T0901
3774,M,20200422T0902
3774,A,20200422T0903
3774,B,20200422T0904
3774,A,20200422T0905
3774,N,20200422T0906
3774,L,20200422T0907
3774,O,20200422T0908
3774,G,20200422T0909
3774,D,20200422T0910
3774,A,20200422T0911
3774,P,20200422T0912
3774,J,20200422T0913
3774,H,20200422T0914
3774,A,20200422T0915
3774,E,20200422T0916
3774,P,20200422T0917
3774,G,20200422T0918
3774,K,20200422T0919
3774,B,20200422T0920
3774,K,20200422T0921
3774,E,20200422T0922
3774,K,20200422T0923
3774,B,20200422T0924
3775,M,20200422T0900
3775,M,20200422T0901
3775,M,20200422T0902
3775,A,20200422T0903
3775,B,20200422T0904
3775,A,20200422T0905
3775,N,20200422T0906
3775,L,20200422T0907
3775,O,20200422T0908
3775,G,20200422T0909
3775,D,20200422T0910
3775,A,20200422T0911
3775,P,20200422T0912
3775,J,20200422T0913
3775,H,20200422T0914
3775,A,20200422T0915
3775,E,20200422T0916
3775,P,20200422T0917
3775,G,20200422T0918
3775,K,20200422T0919
3775,B,20200422T0920
3775,K,20200422T0921
3775,E,20200422T0922
3775,K,20200422T0923
3775,B,20200422T0924
3776,M,20200422T0900
3776,M,20200422T0901
3776,M,20200422T0902
3776,A,20200422T0903
3776,B,20200422T0904
3776,A,20200422T0905
3776,N,20200422T0906
3776,L,20200422T0907
3776,O,20200422T0908
3776,G,20200422T0909
3776,D,20200422T0910
3776,A,20200422T0911
3776,P,20200422T0912
3776,J,20200422T0913
3776,H,20200422T0914
3776,A,20200422T0915
3776,E,20200422T0916
3776,P,20200422T0917
3776,G,20200422T0918
3776,K,20200422T0919
3776,B,20200422T0920
3776,K,20200422T0921
3776,E,20200422T0922
3776,K,20200422T0923
3776,B,20200422T0924
3777,M,20200422T0900
3777,M,20200422T0901
3777,M,20200422T0902
3777,A,20200422T0903
3777,B,20200422T0904
3777,A,20200422T0905
3777,N,20200422T0906
3777,L,20200422T0907
3777,O,20200422T0908
3777,G,20200422T0909
3777,D,20200422T0910
3777,A,20200422T0911
3777,P,20200422T0912
3777,J,20200422T0913
3777,H,20200422T0914
3777,A,20200422T0915
3777,E,20200422T0916
3777,P,20200422T0917
3777,G,20200422T0918
3777,K,20200422T0919
3777,B,20200422T0920
3777,K,20200422T0921
3777,E,20200422T0922
3777,K,20200422T0923
3777,B,20200422T0924
3778,M,20200422T0900
3778,M,20200422T0901
3778,M,20200422T0902
3778,A,20200422T0903
3778,B,20200422T0904
3778,A,20200422T0905
3778,N,20200422T0906
3778,L,20200422T0907
3778,O,20200422T0908
3778,G,20200422T0909
3778,D,20200422T0910
3778,A,20200422T0911
3778,P,20200422T0912
3778,J,20200422T0913
3778,H,20200422T0914
3778,A,20200422T0915
3778,E,20200422T0916
3778,P,20200422T0917
3778,G,20200422T0918
3778,K,20200422T0919
3778,B,20200422T0920
3778,K,20200422T0921
3778,E,20200422T0922
3778,K,20200422T0923
3778,B,20200422T0924
3779,M,20200422T0900
3779,M,20200422T0901
3779,M,20200422T0902
3779,A,20200422T0903
3779,B,20200422T0904
3779,A,20200422T0905
3779,N,20200422T0906
3779,L,20200422T0907
3779,O,20200422T0908
3779,G,20200422T0909
3779,D,20200422T0910
3779,A,20200422T0911
3779,P,20200422T0912
3779,J,20200422T0913
3779,H,20200422T0914
3779,A,20200422T0915
3779,E,20200422T0916
3779,P,20200422T0917
3779,G,20200422T0918
3779,K,20200422T0919
3779,B,20200422T0920
3779,K,20200422T0921
3779,E,20200422T0922
3779,K,20200422T0923
3779,B,20200422T0924
3780,M,20200422T0900
3780,M,20200422T0901
3780,M,20200422T0902
3780,A,20200422T0903
3780,B,20200422T0904
3780,A,20200422T0905
3780,N,20200422T0906
3780,L,20200422T0907
3780,O,20200422T0908
3780,G,20200422T0909
3780,D,20200422T0910
3780,A,20200422T0911
3780,P,20200422T0912
3780,J,20200422T0913
3780,H,20200422T0914
3780,A,20200422T0915
3780,E,20200422T0916
3780,P,20200422T0917
3780,G,20200422T0918
3780,K,20200422T0919
3780,B,20200422T0920
3780,K,20200422T0921
3780,E,20200422T0922
3780,K,20200422T0923
3780,B,20200422T0924
3781,M,20200422T0900
3781,M,20200422T0901
3781,M,20200422T0902
3781,A,20200422T0903
3781,B,20200422T0904
3781,A,20200422T0905
3781,N,20200422T0906
3781,L,20200422T0907
3781,O,20200422T0908
3781,G,20200422T0909
3781,D,20200422T0910
3781,A,20200422T0911
3781,P,20200422T0912
3781,J,20200422T0913
3781,H,20200422T0914
3781,A,20200422T0915
3781,E,20200422T0916
3781,P,20200422T0917
3781,G,20200422T0918
3781,K,20200422T0919
3781,B,20200422T0920
3781,K,20200422T0921
3781,E,20200422T0922
3781,K,20200422T0923
3781,B,20200422T0924
3782,M,20200422T0900
3782,M,20200422T0901
3782,M,20200422T0902
3782,A,20200422T0903
3782,B,20200422T0904
3782,A,20200422T0905
3782,N,20200422T0906
3782,L,20200422T0907
3782,O,20200422T0908
3782,G,20200422T0909
3782,D,20200422T0910
3782,A,20200422T0911
3782,P,20200422T0912
3782,J,20200422T0913
3782,H,20200422T0914
3782,A,20200422T0915
3782,E,20200422T0916
3782,P,20200422T0917
3782,G,20200422T0918
3782,K,20200422T0919
3782,B,20200422T0920
3782,K,20200422T0921
3782,E,20200422T0922
3782,K,20200422T0923
3782,B,20200422T0924
3783,M,20200422T0900
3783,M,20200422T0901
3783,M,20200422T0902
3783,A,20200422T0903
3783,B,20200422T0904
3783,A,20200422T0905
3783,N,20200422T0906
3783,L,20200422T0907
3783,O,20200422T0908
3783,G,20200422T0909
3783,D,20200422T0910
3783,A,20200422T0911
3783,P,20200422T0912
3783,J,20200422T0913
3783,H,20200422T0914
3783,A,20200422T0915
3783,E,20200422T0916
3783,P,20200422T0917
3783,G,20200422T0918
3783,K,20200422T0919
3783,B,20200422T0920
3783,K,20200422T0921
3783,E,20200422T0922
3783,K,20200422T0923
3783,B,20200422T0924
3784,M,20200422T0900
3784,M,20200422T0901
3784,M,20200422T0902
3784,A,20200422T0903
3784,B,20200422T0904
3784,A,20200422T0905
3784,N,20200422T0906
3784,L,20200422T0907
3784,O,20200422T0908
3784,G,20200422T0909
3784,D,20200422T0910
3784,A,20200422T0911
3784,P,20200422T0912
3784,J,20200422T0913
3784,H,20200422T0914
3784,A,20200422T0915
3784,E,20200422T0916
3784,P,20200422T0917
3784,G,20200422T0918
3784,K,20200422T0919
3784,B,20200422T0920
3784,K,20200422T0921
3784,E,20200422T0922
3784,K,20200422T0923
3784,B,20200422T0924
3785,M,20200422T0900
3785,M,20200422T0901
3785,M,20200422T0902
3785,A,20200422T0903
3785,B,20200422T0904
3785,A,20200422T0905
3785,N,20200422T0906
3785,L,20200422T0907
3785,O,20200422T0908
3785,G,20200422T0909
3785,D,20200422T0910
3785,A,20200422T0911
3785,P,20200422T0912
3785,J,20200422T0913
3785,H,20200422T0914
3785,A,20200422T0915
3785,E,20200422T0916
3785,P,20200422T0917
3785,G,20200422T0918
3785,K,20200422T0919
3785,B,20200422T0920
3785,K,20200422T0921
3785,E,20200422T0922
3785,K,20200422T0923
3785,B,20200422T0924
3786,M,20200422T0900
3786,M,20200422T0901
3786,M,20200422T0902
3786,A,20200422T0903
3786,B,20200422T0904
3786,A,20200422T0905
3786,N,20200422T0906
3786,L,20200422T0907
3786,O,20200422T0908
3786,G,20200422T0909
